t[s],wx[rad/s],wy[rad/s],wz[rad/s],q1,q2,q3,q4
2.51,0.670391,-4.06421,-3.35122,-0.0767831,-0.622797,-0.326043,0.707053
2.511,0.674477,-4.06281,-3.35231,-0.0759732,-0.622898,-0.326039,0.707053
2.512,0.678563,-4.0614,-3.35341,-0.0751631,-0.622998,-0.326036,0.707053
2.513,0.682648,-4.05997,-3.35451,-0.0743529,-0.623096,-0.326034,0.707053
2.514,0.686734,-4.05854,-3.35562,-0.0735425,-0.623193,-0.326033,0.707053
2.515,0.69082,-4.0571,-3.35673,-0.072732,-0.623288,-0.326032,0.707053
2.516,0.694905,-4.05565,-3.35786,-0.0719213,-0.623382,-0.326032,0.707053
2.517,0.698991,-4.05419,-3.35898,-0.0711105,-0.623475,-0.326033,0.707054
2.518,0.703076,-4.05273,-3.36012,-0.0702995,-0.623566,-0.326035,0.707054
2.519,0.707162,-4.05125,-3.36126,-0.0694884,-0.623656,-0.326037,0.707054
2.52,0.711247,-4.04976,-3.3624,-0.0686772,-0.623744,-0.32604,0.707054
2.521,0.715332,-4.04827,-3.36355,-0.0678658,-0.623831,-0.326044,0.707054
2.522,0.719417,-4.04677,-3.36471,-0.0670543,-0.623916,-0.326049,0.707054
2.523,0.723502,-4.04525,-3.36588,-0.0662426,-0.624,-0.326054,0.707054
2.524,0.727586,-4.04373,-3.36705,-0.0654308,-0.624082,-0.326061,0.707054
2.525,0.731671,-4.0422,-3.36822,-0.0646189,-0.624163,-0.326068,0.707054
2.526,0.735756,-4.04066,-3.36941,-0.0638068,-0.624242,-0.326075,0.707054
2.527,0.73984,-4.03911,-3.3706,-0.0629946,-0.62432,-0.326084,0.707054
2.528,0.743924,-4.03755,-3.37179,-0.0621822,-0.624397,-0.326093,0.707054
2.529,0.748008,-4.03598,-3.37299,-0.0613698,-0.624472,-0.326103,0.707054
2.53,0.752092,-4.03441,-3.3742,-0.0605572,-0.624546,-0.326114,0.707054
2.531,0.756176,-4.03282,-3.37542,-0.0597444,-0.624618,-0.326125,0.707054
2.532,0.76026,-4.03123,-3.37663,-0.0589316,-0.624689,-0.326138,0.707054
2.533,0.764344,-4.02962,-3.37786,-0.0581186,-0.624758,-0.326151,0.707054
2.534,0.768427,-4.02801,-3.37909,-0.0573055,-0.624826,-0.326164,0.707054
2.535,0.77251,-4.02638,-3.38033,-0.0564922,-0.624892,-0.326179,0.707054
2.536,0.776594,-4.02475,-3.38158,-0.0556788,-0.624957,-0.326194,0.707054
2.537,0.780677,-4.02311,-3.38283,-0.0548653,-0.625021,-0.32621,0.707054
2.538,0.784759,-4.02146,-3.38408,-0.0540517,-0.625083,-0.326227,0.707054
2.539,0.788842,-4.0198,-3.38534,-0.053238,-0.625144,-0.326245,0.707054
2.54,0.792925,-4.01813,-3.38661,-0.0524241,-0.625203,-0.326263,0.707054
2.541,0.797007,-4.01645,-3.38789,-0.0516101,-0.62526,-0.326282,0.707054
2.542,0.801089,-4.01477,-3.38917,-0.050796,-0.625317,-0.326302,0.707054
2.543,0.805171,-4.01307,-3.39045,-0.0499818,-0.625372,-0.326323,0.707054
2.544,0.809253,-4.01136,-3.39175,-0.0491674,-0.625425,-0.326344,0.707054
2.545,0.813335,-4.00965,-3.39304,-0.048353,-0.625477,-0.326366,0.707054
2.546,0.817416,-4.00792,-3.39435,-0.0475384,-0.625527,-0.326389,0.707054
2.547,0.821497,-4.00619,-3.39566,-0.0467237,-0.625576,-0.326413,0.707054
2.548,0.825578,-4.00444,-3.39698,-0.0459089,-0.625624,-0.326437,0.707054
2.549,0.829659,-4.00269,-3.3983,-0.045094,-0.62567,-0.326462,0.707054
2.55,0.83374,-4.00093,-3.39963,-0.0442789,-0.625715,-0.326488,0.707055
2.551,0.837821,-3.99916,-3.40096,-0.0434638,-0.625758,-0.326515,0.707055
2.552,0.841901,-3.99738,-3.4023,-0.0426485,-0.6258,-0.326542,0.707055
2.553,0.845981,-3.99559,-3.40365,-0.0418332,-0.62584,-0.32657,0.707055
2.554,0.850061,-3.99379,-3.405,-0.0410177,-0.625879,-0.326599,0.707055
2.555,0.85414,-3.99198,-3.40636,-0.0402021,-0.625916,-0.326629,0.707055
2.556,0.85822,-3.99016,-3.40772,-0.0393864,-0.625952,-0.326659,0.707055
2.557,0.862299,-3.98833,-3.40909,-0.0385706,-0.625987,-0.32669,0.707055
2.558,0.866378,-3.9865,-3.41047,-0.0377548,-0.62602,-0.326722,0.707055
2.559,0.870457,-3.98465,-3.41185,-0.0369388,-0.626051,-0.326755,0.707055
2.56,0.874535,-3.98279,-3.41324,-0.0361227,-0.626081,-0.326788,0.707055
2.561,0.878614,-3.98093,-3.41463,-0.0353064,-0.62611,-0.326823,0.707055
2.562,0.882692,-3.97905,-3.41603,-0.0344901,-0.626137,-0.326858,0.707055
2.563,0.886769,-3.97717,-3.41743,-0.0336737,-0.626163,-0.326893,0.707055
2.564,0.890847,-3.97527,-3.41884,-0.0328572,-0.626187,-0.32693,0.707055
2.565,0.894924,-3.97337,-3.42026,-0.0320406,-0.62621,-0.326967,0.707055
2.566,0.899001,-3.97146,-3.42168,-0.0312239,-0.626232,-0.327005,0.707055
2.567,0.903078,-3.96953,-3.42311,-0.0304071,-0.626252,-0.327044,0.707055
2.568,0.907154,-3.9676,-3.42454,-0.0295902,-0.62627,-0.327083,0.707055
2.569,0.91123,-3.96566,-3.42598,-0.0287733,-0.626287,-0.327123,0.707055
2.57,0.915306,-3.96371,-3.42743,-0.0279562,-0.626303,-0.327164,0.707055
2.571,0.919382,-3.96175,-3.42888,-0.027139,-0.626317,-0.327206,0.707055
2.572,0.923457,-3.95978,-3.43034,-0.0263218,-0.62633,-0.327248,0.707055
2.573,0.927532,-3.9578,-3.4318,-0.0255044,-0.626341,-0.327292,0.707055
2.574,0.931607,-3.95581,-3.43327,-0.024687,-0.62635,-0.327336,0.707055
2.575,0.935681,-3.95381,-3.43474,-0.0238694,-0.626359,-0.32738,0.707055
2.576,0.939755,-3.9518,-3.43622,-0.0230518,-0.626366,-0.327426,0.707055
2.577,0.943829,-3.94978,-3.43771,-0.0222341,-0.626371,-0.327472,0.707055
2.578,0.947903,-3.94775,-3.4392,-0.0214163,-0.626375,-0.327519,0.707055
2.579,0.951976,-3.94572,-3.4407,-0.0205985,-0.626377,-0.327567,0.707055
2.58,0.956049,-3.94367,-3.4422,-0.0197805,-0.626378,-0.327615,0.707055
2.581,0.960121,-3.94161,-3.44371,-0.0189625,-0.626378,-0.327664,0.707055
2.582,0.964193,-3.93955,-3.44522,-0.0181443,-0.626376,-0.327714,0.707055
2.583,0.968265,-3.93747,-3.44674,-0.0173261,-0.626373,-0.327765,0.707055
2.584,0.972336,-3.93538,-3.44827,-0.0165079,-0.626368,-0.327816,0.707055
2.585,0.976408,-3.93329,-3.4498,-0.0156895,-0.626361,-0.327869,0.707055
2.586,0.980478,-3.93118,-3.45133,-0.0148711,-0.626354,-0.327921,0.707055
2.587,0.984549,-3.92907,-3.45287,-0.0140526,-0.626344,-0.327975,0.707055
2.588,0.988619,-3.92694,-3.45442,-0.013234,-0.626334,-0.32803,0.707055
2.589,0.992688,-3.92481,-3.45597,-0.0124153,-0.626322,-0.328085,0.707055
2.59,0.996757,-3.92267,-3.45753,-0.0115966,-0.626308,-0.328141,0.707056
2.591,1.00083,-3.92051,-3.4591,-0.0107777,-0.626293,-0.328197,0.707056
2.592,1.00489,-3.91835,-3.46067,-0.00995886,-0.626276,-0.328255,0.707056
2.593,1.00896,-3.91617,-3.46224,-0.00913991,-0.626258,-0.328313,0.707056
2.594,1.01303,-3.91399,-3.46382,-0.00832088,-0.626239,-0.328372,0.707056
2.595,1.0171,-3.9118,-3.46541,-0.00750179,-0.626218,-0.328431,0.707056
2.596,1.02116,-3.9096,-3.467,-0.00668262,-0.626196,-0.328492,0.707056
2.597,1.02523,-3.90738,-3.4686,-0.00586339,-0.626172,-0.328553,0.707056
2.598,1.0293,-3.90516,-3.4702,-0.0050441,-0.626146,-0.328614,0.707056
2.599,1.03336,-3.90293,-3.47181,-0.00422474,-0.62612,-0.328677,0.707056
2.6,1.03743,-3.90069,-3.47342,-0.00340531,-0.626091,-0.32874,0.707056
2.601,1.04149,-3.89843,-3.47504,-0.00258582,-0.626062,-0.328804,0.707056
2.602,1.04556,-3.89617,-3.47666,-0.00176627,-0.626031,-0.328869,0.707056
2.603,1.04962,-3.8939,-3.47829,-0.000946656,-0.625998,-0.328935,0.707056
2.604,1.05368,-3.89162,-3.47993,-0.000126982,-0.625964,-0.329001,0.707056
2.605,1.05775,-3.88933,-3.48157,0.000692751,-0.625928,-0.329068,0.707056
2.606,1.06181,-3.88702,-3.48321,0.00151254,-0.625891,-0.329135,0.707056
2.607,1.06587,-3.88471,-3.48486,0.00233239,-0.625853,-0.329204,0.707056
2.608,1.06993,-3.88239,-3.48652,0.0031523,-0.625813,-0.329273,0.707056
2.609,1.07399,-3.88006,-3.48818,0.00397226,-0.625771,-0.329343,0.707056
2.61,1.07805,-3.87772,-3.48985,0.00479228,-0.625728,-0.329414,0.707056
2.611,1.08211,-3.87537,-3.49152,0.00561235,-0.625684,-0.329485,0.707056
2.612,1.08617,-3.87301,-3.4932,0.00643247,-0.625638,-0.329557,0.707056
2.613,1.09023,-3.87063,-3.49488,0.00725264,-0.62559,-0.32963,0.707056
2.614,1.09429,-3.86825,-3.49657,0.00807287,-0.625542,-0.329704,0.707056
2.615,1.09835,-3.86586,-3.49826,0.00889314,-0.625491,-0.329778,0.707056
2.616,1.1024,-3.86346,-3.49996,0.00971347,-0.62544,-0.329853,0.707056
2.617,1.10646,-3.86105,-3.50166,0.0105338,-0.625386,-0.329929,0.707056
2.618,1.11052,-3.85863,-3.50337,0.0113543,-0.625332,-0.330005,0.707056
2.619,1.11457,-3.85619,-3.50509,0.0121747,-0.625275,-0.330082,0.707056
2.62,1.11863,-3.85375,-3.50681,0.0129952,-0.625218,-0.33016,0.707056
2.621,1.12268,-3.8513,-3.50853,0.0138158,-0.625159,-0.330239,0.707056
2.622,1.12673,-3.84884,-3.51026,0.0146364,-0.625098,-0.330318,0.707056
2.623,1.13079,-3.84637,-3.51199,0.015457,-0.625036,-0.330398,0.707056
2.624,1.13484,-3.84389,-3.51373,0.0162777,-0.624972,-0.330479,0.707056
2.625,1.13889,-3.84139,-3.51548,0.0170984,-0.624907,-0.330561,0.707056
2.626,1.14294,-3.83889,-3.51723,0.0179192,-0.624841,-0.330643,0.707056
2.627,1.14699,-3.83638,-3.51898,0.01874,-0.624773,-0.330726,0.707056
2.628,1.15104,-3.83386,-3.52074,0.0195608,-0.624703,-0.33081,0.707056
2.629,1.15509,-3.83132,-3.52251,0.0203817,-0.624632,-0.330894,0.707056
2.63,1.15914,-3.82878,-3.52428,0.0212026,-0.62456,-0.330979,0.707056
2.631,1.16319,-3.82623,-3.52605,0.0220235,-0.624486,-0.331065,0.707056
2.632,1.16724,-3.82366,-3.52783,0.0228445,-0.62441,-0.331152,0.707056
2.633,1.17128,-3.82109,-3.52962,0.0236655,-0.624333,-0.331239,0.707056
2.634,1.17533,-3.81851,-3.53141,0.0244865,-0.624255,-0.331327,0.707056
2.635,1.17938,-3.81591,-3.53321,0.0253076,-0.624175,-0.331416,0.707056
2.636,1.18342,-3.81331,-3.53501,0.0261286,-0.624094,-0.331505,0.707056
2.637,1.18746,-3.81069,-3.53681,0.0269498,-0.624011,-0.331595,0.707056
2.638,1.19151,-3.80807,-3.53862,0.0277709,-0.623927,-0.331686,0.707056
2.639,1.19555,-3.80543,-3.54044,0.0285921,-0.623841,-0.331778,0.707056
2.64,1.19959,-3.80279,-3.54226,0.0294133,-0.623754,-0.33187,0.707056
2.641,1.20363,-3.80013,-3.54408,0.0302345,-0.623665,-0.331963,0.707056
2.642,1.20767,-3.79747,-3.54591,0.0310557,-0.623574,-0.332057,0.707056
2.643,1.21171,-3.79479,-3.54774,0.031877,-0.623483,-0.332151,0.707056
2.644,1.21575,-3.7921,-3.54958,0.0326983,-0.623389,-0.332246,0.707056
2.645,1.21979,-3.78941,-3.55143,0.0335196,-0.623295,-0.332342,0.707056
2.646,1.22383,-3.7867,-3.55328,0.0343409,-0.623199,-0.332439,0.707056
2.647,1.22786,-3.78398,-3.55513,0.0351622,-0.623101,-0.332536,0.707056
2.648,1.2319,-3.78125,-3.55699,0.0359836,-0.623002,-0.332634,0.707056
2.649,1.23593,-3.77851,-3.55885,0.036805,-0.622901,-0.332733,0.707056
2.65,1.23997,-3.77576,-3.56072,0.0376263,-0.622799,-0.332832,0.707056
2.651,1.244,-3.773,-3.56259,0.0384477,-0.622695,-0.332932,0.707056
2.652,1.24803,-3.77023,-3.56447,0.0392692,-0.62259,-0.333033,0.707056
2.653,1.25207,-3.76745,-3.56635,0.0400906,-0.622483,-0.333135,0.707056
2.654,1.2561,-3.76466,-3.56824,0.040912,-0.622375,-0.333237,0.707056
2.655,1.26013,-3.76186,-3.57013,0.0417334,-0.622265,-0.33334,0.707056
2.656,1.26416,-3.75905,-3.57203,0.0425549,-0.622154,-0.333443,0.707056
2.657,1.26818,-3.75623,-3.57393,0.0433763,-0.622042,-0.333548,0.707056
2.658,1.27221,-3.7534,-3.57583,0.0441978,-0.621927,-0.333653,0.707056
2.659,1.27624,-3.75055,-3.57774,0.0450193,-0.621812,-0.333758,0.707056
2.66,1.28026,-3.7477,-3.57966,0.0458407,-0.621695,-0.333865,0.707056
2.661,1.28429,-3.74483,-3.58158,0.0466622,-0.621576,-0.333972,0.707056
2.662,1.28831,-3.74196,-3.5835,0.0474837,-0.621456,-0.334079,0.707056
2.663,1.29234,-3.73907,-3.58543,0.0483052,-0.621334,-0.334188,0.707056
2.664,1.29636,-3.73618,-3.58736,0.0491266,-0.621211,-0.334297,0.707057
2.665,1.30038,-3.73327,-3.5893,0.0499481,-0.621086,-0.334407,0.707057
2.666,1.3044,-3.73035,-3.59124,0.0507696,-0.62096,-0.334517,0.707057
2.667,1.30842,-3.72743,-3.59319,0.051591,-0.620833,-0.334629,0.707057
2.668,1.31243,-3.72449,-3.59514,0.0524125,-0.620703,-0.334741,0.707057
2.669,1.31645,-3.72154,-3.59709,0.0532339,-0.620573,-0.334853,0.707057
2.67,1.32047,-3.71858,-3.59905,0.0540554,-0.620441,-0.334966,0.707057
2.671,1.32448,-3.71561,-3.60102,0.0548768,-0.620307,-0.33508,0.707057
2.672,1.3285,-3.71263,-3.60299,0.0556982,-0.620172,-0.335195,0.707057
2.673,1.33251,-3.70964,-3.60496,0.0565197,-0.620035,-0.33531,0.707057
2.674,1.33652,-3.70663,-3.60694,0.0573411,-0.619897,-0.335426,0.707057
2.675,1.34053,-3.70362,-3.60892,0.0581625,-0.619757,-0.335543,0.707057
2.676,1.34454,-3.7006,-3.6109,0.0589838,-0.619616,-0.335661,0.707057
2.677,1.34855,-3.69756,-3.61289,0.0598052,-0.619473,-0.335779,0.707057
2.678,1.35256,-3.69452,-3.61489,0.0606265,-0.619329,-0.335897,0.707057
2.679,1.35657,-3.69146,-3.61689,0.0614479,-0.619183,-0.336017,0.707057
2.68,1.36057,-3.6884,-3.61889,0.0622692,-0.619036,-0.336137,0.707057
2.681,1.36458,-3.68532,-3.6209,0.0630905,-0.618887,-0.336258,0.707057
2.682,1.36858,-3.68223,-3.62291,0.0639117,-0.618737,-0.336379,0.707057
2.683,1.37258,-3.67913,-3.62492,0.064733,-0.618585,-0.336501,0.707057
2.684,1.37658,-3.67602,-3.62694,0.0655542,-0.618432,-0.336624,0.707057
2.685,1.38058,-3.6729,-3.62897,0.0663754,-0.618277,-0.336747,0.707057
2.686,1.38458,-3.66977,-3.631,0.0671966,-0.618121,-0.336872,0.707057
2.687,1.38858,-3.66663,-3.63303,0.0680177,-0.617963,-0.336996,0.707057
2.688,1.39257,-3.66347,-3.63507,0.0688389,-0.617803,-0.337122,0.707057
2.689,1.39657,-3.66031,-3.63711,0.06966,-0.617643,-0.337248,0.707057
2.69,1.40056,-3.65714,-3.63915,0.070481,-0.61748,-0.337375,0.707057
2.691,1.40456,-3.65395,-3.6412,0.0713021,-0.617316,-0.337502,0.707057
2.692,1.40855,-3.65075,-3.64325,0.0721231,-0.617151,-0.33763,0.707057
2.693,1.41254,-3.64755,-3.64531,0.072944,-0.616984,-0.337759,0.707057
2.694,1.41653,-3.64433,-3.64737,0.073765,-0.616815,-0.337889,0.707057
2.695,1.42051,-3.6411,-3.64944,0.0745858,-0.616645,-0.338019,0.707057
2.696,1.4245,-3.63786,-3.6515,0.0754067,-0.616474,-0.338149,0.707057
2.697,1.42849,-3.63461,-3.65358,0.0762275,-0.616301,-0.338281,0.707057
2.698,1.43247,-3.63135,-3.65565,0.0770483,-0.616126,-0.338413,0.707057
2.699,1.43645,-3.62807,-3.65774,0.077869,-0.61595,-0.338546,0.707057
2.7,1.44043,-3.62479,-3.65982,0.0786897,-0.615772,-0.338679,0.707057
2.701,1.44441,-3.62149,-3.66191,0.0795104,-0.615593,-0.338813,0.707057
2.702,1.44839,-3.61819,-3.664,0.080331,-0.615412,-0.338948,0.707057
2.703,1.45237,-3.61487,-3.6661,0.0811516,-0.61523,-0.339083,0.707057
2.704,1.45634,-3.61154,-3.6682,0.0819721,-0.615046,-0.339219,0.707057
2.705,1.46032,-3.60821,-3.6703,0.0827926,-0.614861,-0.339356,0.707057
2.706,1.46429,-3.60486,-3.67241,0.083613,-0.614674,-0.339493,0.707057
2.707,1.46826,-3.60149,-3.67452,0.0844334,-0.614486,-0.339631,0.707057
2.708,1.47223,-3.59812,-3.67663,0.0852537,-0.614296,-0.33977,0.707057
2.709,1.4762,-3.59474,-3.67875,0.0860739,-0.614104,-0.339909,0.707057
2.71,1.48017,-3.59135,-3.68088,0.0868942,-0.613911,-0.340049,0.707057
2.711,1.48413,-3.58794,-3.683,0.0877143,-0.613717,-0.340189,0.707057
2.712,1.4881,-3.58452,-3.68513,0.0885344,-0.613521,-0.340331,0.707057
2.713,1.49206,-3.5811,-3.68727,0.0893545,-0.613323,-0.340472,0.707057
2.714,1.49602,-3.57766,-3.6894,0.0901744,-0.613124,-0.340615,0.707057
2.715,1.49998,-3.57421,-3.69154,0.0909944,-0.612923,-0.340758,0.707057
2.716,1.50394,-3.57075,-3.69369,0.0918142,-0.612721,-0.340902,0.707057
2.717,1.5079,-3.56728,-3.69584,0.092634,-0.612517,-0.341046,0.707057
2.718,1.51185,-3.56379,-3.69799,0.0934537,-0.612312,-0.341191,0.707057
2.719,1.51581,-3.5603,-3.70014,0.0942734,-0.612105,-0.341337,0.707057
2.72,1.51976,-3.55679,-3.7023,0.095093,-0.611897,-0.341483,0.707056
2.721,1.52371,-3.55328,-3.70446,0.0959126,-0.611687,-0.34163,0.707056
2.722,1.52766,-3.54975,-3.70663,0.096732,-0.611476,-0.341777,0.707056
2.723,1.53161,-3.54621,-3.7088,0.0975514,-0.611262,-0.341925,0.707056
2.724,1.53555,-3.54266,-3.71097,0.0983707,-0.611048,-0.342074,0.707056
2.725,1.5395,-3.5391,-3.71315,0.09919,-0.610832,-0.342224,0.707056
2.726,1.54344,-3.53553,-3.71533,0.100009,-0.610614,-0.342374,0.707056
2.727,1.54738,-3.53194,-3.71751,0.100828,-0.610395,-0.342524,0.707056
2.728,1.55132,-3.52835,-3.7197,0.101647,-0.610174,-0.342676,0.707056
2.729,1.55525,-3.52474,-3.72189,0.102466,-0.609952,-0.342827,0.707056
2.73,1.55919,-3.52112,-3.72408,0.103285,-0.609728,-0.34298,0.707056
2.731,1.56312,-3.51749,-3.72627,0.104104,-0.609503,-0.343133,0.707056
2.732,1.56706,-3.51385,-3.72847,0.104923,-0.609276,-0.343287,0.707056
2.733,1.57099,-3.5102,-3.73068,0.105741,-0.609047,-0.343441,0.707056
2.734,1.57492,-3.50654,-3.73288,0.10656,-0.608817,-0.343596,0.707056
2.735,1.57884,-3.50286,-3.73509,0.107378,-0.608585,-0.343752,0.707056
2.736,1.58277,-3.49918,-3.7373,0.108196,-0.608352,-0.343908,0.707056
2.737,1.58669,-3.49548,-3.73952,0.109015,-0.608117,-0.344064,0.707056
2.738,1.59061,-3.49177,-3.74174,0.109833,-0.607881,-0.344222,0.707056
2.739,1.59453,-3.48805,-3.74396,0.110651,-0.607643,-0.34438,0.707056
2.74,1.59845,-3.48432,-3.74618,0.111469,-0.607404,-0.344538,0.707056
2.741,1.60237,-3.48058,-3.74841,0.112287,-0.607163,-0.344698,0.707056
2.742,1.60628,-3.47682,-3.75064,0.113105,-0.60692,-0.344857,0.707056
2.743,1.61019,-3.47306,-3.75288,0.113922,-0.606676,-0.345018,0.707056
2.744,1.6141,-3.46928,-3.75511,0.11474,-0.60643,-0.345179,0.707056
2.745,1.61801,-3.46549,-3.75735,0.115557,-0.606183,-0.34534,0.707056
2.746,1.62192,-3.46169,-3.7596,0.116375,-0.605934,-0.345503,0.707056
2.747,1.62582,-3.45788,-3.76184,0.117192,-0.605684,-0.345665,0.707056
2.748,1.62972,-3.45406,-3.76409,0.118009,-0.605432,-0.345829,0.707056
2.749,1.63362,-3.45023,-3.76634,0.118826,-0.605178,-0.345993,0.707056
2.75,1.63752,-3.44638,-3.7686,0.119643,-0.604923,-0.346157,0.707056
2.751,1.64142,-3.44252,-3.77085,0.12046,-0.604667,-0.346322,0.707056
2.752,1.64531,-3.43866,-3.77311,0.121277,-0.604408,-0.346488,0.707056
2.753,1.6492,-3.43478,-3.77538,0.122094,-0.604149,-0.346654,0.707056
2.754,1.65309,-3.43088,-3.77764,0.12291,-0.603887,-0.346821,0.707056
2.755,1.65698,-3.42698,-3.77991,0.123727,-0.603624,-0.346989,0.707056
2.756,1.66087,-3.42307,-3.78218,0.124543,-0.60336,-0.347157,0.707056
2.757,1.66475,-3.41914,-3.78446,0.125359,-0.603094,-0.347325,0.707056
2.758,1.66864,-3.4152,-3.78673,0.126175,-0.602826,-0.347495,0.707056
2.759,1.67251,-3.41125,-3.78901,0.126991,-0.602557,-0.347664,0.707056
2.76,1.67639,-3.40729,-3.7913,0.127807,-0.602286,-0.347835,0.707056
2.761,1.68027,-3.40332,-3.79358,0.128623,-0.602013,-0.348006,0.707056
2.762,1.68414,-3.39934,-3.79587,0.129438,-0.601739,-0.348177,0.707056
2.763,1.68801,-3.39534,-3.79816,0.130254,-0.601464,-0.348349,0.707056
2.764,1.69188,-3.39133,-3.80045,0.131069,-0.601186,-0.348522,0.707056
2.765,1.69575,-3.38732,-3.80275,0.131884,-0.600908,-0.348695,0.707056
2.766,1.69961,-3.38329,-3.80504,0.132699,-0.600627,-0.348869,0.707056
2.767,1.70347,-3.37924,-3.80734,0.133514,-0.600345,-0.349043,0.707056
2.768,1.70733,-3.37519,-3.80965,0.134329,-0.600062,-0.349218,0.707056
2.769,1.71119,-3.37112,-3.81195,0.135143,-0.599777,-0.349394,0.707056
2.77,1.71505,-3.36705,-3.81426,0.135958,-0.59949,-0.34957,0.707056
2.771,1.7189,-3.36296,-3.81657,0.136772,-0.599202,-0.349746,0.707056
2.772,1.72275,-3.35886,-3.81888,0.137586,-0.598912,-0.349923,0.707056
2.773,1.7266,-3.35475,-3.8212,0.138401,-0.598621,-0.350101,0.707056
2.774,1.73044,-3.35062,-3.82351,0.139215,-0.598327,-0.350279,0.707056
2.775,1.73429,-3.34649,-3.82583,0.140028,-0.598033,-0.350458,0.707056
2.776,1.73813,-3.34234,-3.82815,0.140842,-0.597737,-0.350637,0.707056
2.777,1.74197,-3.33818,-3.83048,0.141655,-0.597439,-0.350817,0.707056
2.778,1.7458,-3.33401,-3.8328,0.142469,-0.597139,-0.350998,0.707056
2.779,1.74964,-3.32983,-3.83513,0.143282,-0.596838,-0.351179,0.707056
2.78,1.75347,-3.32564,-3.83746,0.144095,-0.596536,-0.35136,0.707056
2.781,1.7573,-3.32143,-3.83979,0.144908,-0.596231,-0.351542,0.707056
2.782,1.76112,-3.31721,-3.84213,0.145721,-0.595926,-0.351725,0.707056
2.783,1.76495,-3.31298,-3.84447,0.146533,-0.595618,-0.351908,0.707056
2.784,1.76877,-3.30874,-3.8468,0.147346,-0.595309,-0.352092,0.707056
2.785,1.77258,-3.30449,-3.84915,0.148158,-0.594999,-0.352276,0.707056
2.786,1.7764,-3.30023,-3.85149,0.14897,-0.594686,-0.352461,0.707056
2.787,1.78021,-3.29595,-3.85383,0.149782,-0.594372,-0.352646,0.707056
2.788,1.78402,-3.29166,-3.85618,0.150594,-0.594057,-0.352832,0.707056
2.789,1.78783,-3.28736,-3.85853,0.151405,-0.59374,-0.353018,0.707056
2.79,1.79164,-3.28305,-3.86088,0.152217,-0.593421,-0.353205,0.707056
2.791,1.79544,-3.27873,-3.86323,0.153028,-0.593101,-0.353392,0.707055
2.792,1.79924,-3.27439,-3.86559,0.153839,-0.592779,-0.35358,0.707055
2.793,1.80304,-3.27005,-3.86794,0.15465,-0.592456,-0.353769,0.707055
2.794,1.80683,-3.26569,-3.8703,0.155461,-0.592131,-0.353958,0.707055
2.795,1.81062,-3.26132,-3.87266,0.156271,-0.591804,-0.354147,0.707055
2.796,1.81441,-3.25693,-3.87502,0.157082,-0.591476,-0.354337,0.707055
2.797,1.8182,-3.25254,-3.87739,0.157892,-0.591146,-0.354527,0.707055
2.798,1.82198,-3.24813,-3.87975,0.158702,-0.590814,-0.354718,0.707055
2.799,1.82576,-3.24372,-3.88212,0.159512,-0.590481,-0.35491,0.707055
2.8,1.82954,-3.23929,-3.88449,0.160321,-0.590146,-0.355102,0.707055
2.801,1.83332,-3.23484,-3.88686,0.161131,-0.58981,-0.355294,0.707055
2.802,1.83709,-3.23039,-3.88923,0.16194,-0.589472,-0.355487,0.707055
2.803,1.84086,-3.22593,-3.89161,0.162749,-0.589132,-0.355681,0.707055
2.804,1.84462,-3.22145,-3.89398,0.163558,-0.588791,-0.355875,0.707055
2.805,1.84839,-3.21696,-3.89636,0.164366,-0.588448,-0.356069,0.707055
2.806,1.85215,-3.21246,-3.89874,0.165175,-0.588104,-0.356264,0.707055
2.807,1.8559,-3.20794,-3.90112,0.165983,-0.587758,-0.35646,0.707055
2.808,1.85966,-3.20342,-3.9035,0.166791,-0.58741,-0.356656,0.707055
2.809,1.86341,-3.19888,-3.90588,0.167599,-0.58706,-0.356852,0.707055
2.81,1.86716,-3.19433,-3.90827,0.168407,-0.58671,-0.357049,0.707055
2.811,1.8709,-3.18977,-3.91065,0.169214,-0.586357,-0.357247,0.707055
2.812,1.87465,-3.1852,-3.91304,0.170021,-0.586003,-0.357445,0.707055
2.813,1.87838,-3.18061,-3.91543,0.170829,-0.585647,-0.357643,0.707055
2.814,1.88212,-3.17602,-3.91782,0.171635,-0.585289,-0.357842,0.707055
2.815,1.88585,-3.17141,-3.92021,0.172442,-0.58493,-0.358042,0.707055
2.816,1.88958,-3.16679,-3.9226,0.173248,-0.584569,-0.358241,0.707055
2.817,1.89331,-3.16216,-3.92499,0.174055,-0.584207,-0.358442,0.707055
2.818,1.89703,-3.15751,-3.92739,0.17486,-0.583843,-0.358643,0.707055
2.819,1.90075,-3.15286,-3.92978,0.175666,-0.583477,-0.358844,0.707055
2.82,1.90447,-3.14819,-3.93218,0.176472,-0.58311,-0.359046,0.707055
2.821,1.90818,-3.14351,-3.93458,0.177277,-0.582741,-0.359248,0.707055
2.822,1.91189,-3.13881,-3.93698,0.178082,-0.582371,-0.359451,0.707055
2.823,1.9156,-3.13411,-3.93938,0.178887,-0.581999,-0.359654,0.707055
2.824,1.91931,-3.12939,-3.94178,0.179692,-0.581625,-0.359857,0.707055
2.825,1.92301,-3.12466,-3.94418,0.180496,-0.581249,-0.360062,0.707055
2.826,1.9267,-3.11992,-3.94659,0.1813,-0.580872,-0.360266,0.707055
2.827,1.9304,-3.11517,-3.94899,0.182104,-0.580493,-0.360471,0.707055
